1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
569,10,Set 1; 1:1; 0:0*,5082,Sam English,Talman Ramsey,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Short,Talman Ramsey,2nd serve,Deuce court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on return,
594,19,Set 1; 1:1; 15:0*,5095,Talman Ramsey,Sam English,Winner/Provoked Point,Provoked Point,9+ shots,12,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Talman Ramsey,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
626,34,Set 1; 1:1; 15:15*,5118,Talman Ramsey,Sam English,Winner/Provoked Point,Winner,9+ shots,21,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Talman Ramsey,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
683,13,Set 1; 1:1; 15:40*,5126,Talman Ramsey,Sam English,Winner/Provoked Point,Winner,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Talman Ramsey,1st serve,Deuce court (Body),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
808,6,Set 1; 1:2; *0:0,5128,Sam English,Talman Ramsey,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Sam English,1st serve,Deuce court (Wide),Return. Forehand,Talman Ramsey,Return. Topspin/Flat,Cross,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
846,11,Set 1; 1:2; *15:0,5135,Sam English,Talman Ramsey,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Drop Shot,,Ending shot. Net Area,Ending shot. Short,Sam English,1st serve,Ad court (Wide),Return. Backhand,Talman Ramsey,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
902,5,Set 1; 1:2; *30:0,5138,Talman Ramsey,Sam English,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Sam English,2nd serve,Deuce court (T),,Talman Ramsey,,,,,,,,,,Not a Cheap point,
927,19,Set 1; 1:2; *30:15,5148,Sam English,Talman Ramsey,Unforced Error,Unforced Error,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Short,Sam English,1st serve,Ad court (Wide),Return. Backhand,Talman Ramsey,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
962,6,Set 1; 1:2; *40:15,5150,Sam English,Talman Ramsey,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Sam English,1st serve,Deuce court (Wide),Return. Forehand,Talman Ramsey,Return. Topspin/Flat,Cross,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
1039,6,Set 1; 2:2; 0:0*,5152,Talman Ramsey,Sam English,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Talman Ramsey,1st serve,Deuce court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,,,,,,Cheap Point on serve,
