1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
2227,8,Set 2; 0:1; 0:0*,5318,Tarm Rojanasoonthon,Sam English,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Tarm Rojanasoonthon,2nd serve,Deuce court (Wide),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
2246,11,Set 2; 0:1; 0:15*,5326,Sam English,Tarm Rojanasoonthon,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Deep,Tarm Rojanasoonthon,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2271,6,Set 2; 0:1; 15:15*,5329,Tarm Rojanasoonthon,Sam English,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Deep,Tarm Rojanasoonthon,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Cross,Return. Defensive,Return. Deep,,,,,,Not a Cheap point,
2294,11,Set 2; 0:1; 15:30*,5334,Tarm Rojanasoonthon,Sam English,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Tarm Rojanasoonthon,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Cheap Point on serve,
2316,17,Set 2; 0:1; 15:40*,5345,Sam English,Tarm Rojanasoonthon,Winner/Provoked Point,Winner,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Tarm Rojanasoonthon,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Cross,Return. Neutral defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
2348,13,Set 2; 0:1; 30:40*,5353,Sam English,Tarm Rojanasoonthon,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Tarm Rojanasoonthon,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2375,16,Set 2; 0:1; 40:40*,5363,Sam English,Tarm Rojanasoonthon,Unforced Error,Unforced Error,9+ shots,9,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Deep,Tarm Rojanasoonthon,1st serve,Deuce court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2433,6,Set 2; 1:1; *0:0,5366,Sam English,Tarm Rojanasoonthon,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Deuce court (Body),Return. Backhand,Tarm Rojanasoonthon,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
2453,6,Set 2; 1:1; *15:0,5368,Sam English,Tarm Rojanasoonthon,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Ad court (Wide),Return. Forehand,Tarm Rojanasoonthon,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
2496,20,Set 2; 1:1; *30:0,5382,Tarm Rojanasoonthon,Sam English,Unforced Error,Unforced Error,9+ shots,13,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Sam English,2nd serve,Deuce court (T),Return. Forehand,Tarm Rojanasoonthon,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
