1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
94,5,Set 1; 0:0; 0:0*,5002,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Deuce court (Wide),,Ethan Zou,,,,,,,,,,Not a Cheap point,
121,5,Set 1; 0:0; 15:0*,5003,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Ad court (T),,Ethan Zou,,,,,,,,,,Ace/Serve-winner,
141,6,Set 1; 0:0; 15:15*,5004,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Deuce court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
186,17,Set 1; 0:0; 15:30*,5015,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,9+ shots,9,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Charlie Coleman,2nd serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Not a Cheap point,
242,15,Set 1; 0:0; 30:30*,5025,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,5-8 shots,8,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Defensive,Ending shot. Short,Charlie Coleman,2nd serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
277,10,Set 1; 0:0; 30:40*,5031,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Charlie Coleman,1st serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
356,6,Set 1; 0:1; *0:0,5033,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Deuce court (Wide),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,,,,,,Cheap Point on serve,
372,6,Set 1; 0:1; *15:0,5035,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,,,,,,Cheap Point on serve,
414,6,Set 1; 0:1; *30:0,5039,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Ethan Zou,2nd serve,Deuce court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Middle,,,,,,Not a Cheap point,
440,14,Set 1; 0:1; *40:0,5047,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Middle,Ethan Zou,1st serve,Ad court (Body),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
491,9,Set 1; 1:1; 0:0*,5053,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Center,Ending shot. Defensive,Ending shot. Short,Charlie Coleman,2nd serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
531,19,Set 1; 1:1; 0:15*,5066,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,9+ shots,11,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Charlie Coleman,2nd serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
589,7,Set 1; 1:1; 15:15*,5071,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Charlie Coleman,2nd serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
622,5,Set 1; 1:1; 15:30*,5074,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Ad court (Wide),,Ethan Zou,,,,,,,,,,Not a Cheap point,
647,6,Set 1; 1:1; 30:30*,5076,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Short,Charlie Coleman,1st serve,Deuce court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,,,,,,Not a Cheap point,
672,8,Set 1; 1:1; 30:40*,5079,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside out,Ending shot. Neutral Aggressive,Ending shot. Short,Charlie Coleman,1st serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
828,7,Set 1; 1:2; *0:0,5082,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Ethan Zou,1st serve,Deuce court (Wide),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Cheap Point on return,
850,7,Set 1; 1:2; *0:15,5087,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
871,6,Set 1; 1:2; *0:30,5089,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Deuce court (T),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral defensive,Return. Short,,,,,,Cheap Point on serve,
892,16,Set 1; 1:2; *15:30,5098,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,5-8 shots,8,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
924,7,Set 1; 1:2; *30:30,5101,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,3,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Ethan Zou,1st serve,Deuce court (Wide),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Cheap Point on return,
957,6,Set 1; 1:2; *30:40,5104,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Break Point,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
981,18,Set 1; 1:2; *40:40,5114,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,9+ shots,10,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Defensive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Body),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
1057,5,Set 1; 2:2; 0:0*,5118,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Deuce court (T),,Ethan Zou,,,,,,,,,,Not a Cheap point,
1082,5,Set 1; 2:2; 15:0*,5120,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Ad court (Wide),,Ethan Zou,,,,,,,,,,Not a Cheap point,
1108,7,Set 1; 2:2; 30:0*,5123,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,3,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Short,Charlie Coleman,1st serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
1128,7,Set 1; 2:2; 40:0*,5127,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,3,Break Point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Half court zone,Ending shot. Short,Charlie Coleman,1st serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Not a Cheap point,
1234,7,Set 1; 3:2; *0:0,5131,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Ethan Zou,2nd serve,Deuce court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Cheap Point on return,
1272,6,Set 1; 3:2; *0:15,5134,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,,,,,,Cheap Point on serve,
1304,12,Set 1; 3:2; *15:15,5141,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Ethan Zou,2nd serve,Deuce court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside out,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
1354,7,Set 1; 3:2; *30:15,5145,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside center,Ending shot. Half court zone,Ending shot. Middle,Ethan Zou,2nd serve,Ad court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Cheap Point on return,
1400,9,Set 1; 3:2; *30:30,5152,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,4,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,2nd serve,Deuce court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
1434,6,Set 1; 3:2; *40:30,5156,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,2nd serve,Ad court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
1477,5,Set 1; 4:2; 0:0*,5157,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,,,,,,Cheap Point on serve,
1501,8,Set 1; 4:2; 0:15*,5161,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside out,Ending shot. Neutral Aggressive,Ending shot. Middle,Charlie Coleman,1st serve,Ad court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
1542,7,Set 1; 4:2; 0:30*,5167,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Charlie Coleman,2nd serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
1573,5,Set 1; 4:2; 0:40*,5169,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Ad court (Body),,Ethan Zou,,,,,,,,,,Ace/Serve-winner,
1706,6,Set 1; 4:3; *0:0,5170,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Deuce court (Wide),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Middle,,,,,,Cheap Point on serve,
1723,7,Set 1; 4:3; *15:0,5173,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Short,Ethan Zou,1st serve,Ad court (Body),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
1746,10,Set 1; 4:3; *15:15,5180,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Passing Shot,Down the line,Ending shot. Defensive,Ending shot. Middle,Ethan Zou,1st serve,Deuce court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
1773,15,Set 1; 4:3; *30:15,5188,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,5-8 shots,8,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Defensive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Slice,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
1805,7,Set 1; 4:3; *40:15,5193,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Deuce court (T),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
1827,11,Set 1; 4:3; *40:30,5199,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Ethan Zou,1st serve,Ad court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
1858,6,Set 1; 5:3; 0:0*,5202,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Middle,Charlie Coleman,1st serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Neutral defensive,Return. Middle,,,,,,Cheap Point on return,
1887,10,Set 1; 5:3; 15:0*,5207,Ethan Zou,Charlie Coleman,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Half court zone,Ending shot. Deep,Charlie Coleman,2nd serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Cheap Point on return,
1924,6,Set 1; 5:3; 30:0*,5210,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,1-2 shots,2,15:30 and 0:30,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Slice,Down the line,Return. Neutral aggressive,Return. Short,,,,,,Cheap Point on serve,
1957,22,Set 1; 5:3; 40:0*,5225,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,9+ shots,13,Break Point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Short,Charlie Coleman,2nd serve,Ad court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
2248,5,Set 2; 0:0; *0:0,5230,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,2nd serve,Deuce court (Body),,Charlie Coleman,,,,,,,,,,Not a Cheap point,
2276,6,Set 2; 0:0; *0:15,5233,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside in,Ending shot. Half court zone,Ending shot. Deep,Ethan Zou,2nd serve,Ad court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Half court zone,Return. Deep,,,,,,Not a Cheap point,
2313,7,Set 2; 0:0; *15:15,5236,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Ethan Zou,2nd serve,Deuce court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,,,,,,Not a Cheap point,
2338,9,Set 2; 0:0; *30:15,5240,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
2376,8,Set 2; 0:0; *40:15,5246,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,2nd serve,Deuce court (T),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Not a Cheap point,
2459,5,Set 2; 1:0; 0:0*,5249,Ethan Zou,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Deuce court (T),,Ethan Zou,,,,,,,,,,Not a Cheap point,
2487,7,Set 2; 1:0; 15:0*,5251,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
2519,5,Set 2; 1:0; 15:15*,5253,Charlie Coleman,Ethan Zou,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
2547,6,Set 2; 1:0; 15:30*,5257,Charlie Coleman,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Middle,Charlie Coleman,2nd serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Middle,,,,,,Not a Cheap point,
