1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
3782,6,Set 2; 1:4; *40:30,5417,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,2nd serve,Ad court (Wide),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
3839,10,Set 2; 2:4; 0:0*,5422,Lucas Elkins,Sam English,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Lucas Elkins,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on serve,
3874,5,Set 2; 2:4; 0:15*,5425,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Lucas Elkins,2nd serve,Ad court (Wide),,Sam English,,,,,,,,,,Not a Cheap point,
3903,6,Set 2; 2:4; 15:15*,5427,Lucas Elkins,Sam English,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Lucas Elkins,1st serve,Deuce court (Body),Return. Backhand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
3934,12,Set 2; 2:4; 15:30*,5433,Lucas Elkins,Sam English,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Lucas Elkins,2nd serve,Ad court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Cheap Point on serve,
3975,16,Set 2; 2:4; 15:40*,5441,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Slice,Down the line,Ending shot. Defensive,Ending shot. Deep,Lucas Elkins,1st serve,Deuce court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4013,8,Set 2; 2:4; 30:40*,5445,Sam English,Lucas Elkins,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Approach Shot,Center,Ending shot. Half court zone,Ending shot. Deep,Lucas Elkins,1st serve,Ad court (Body),Return. Backhand,Sam English,Return. Slice,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
4066,10,Set 2; 2:4; 40:40*,5451,Sam English,Lucas Elkins,Winner/Provoked Point,Winner,3-4 shots,4,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Passing Shot,Cross,Ending shot. Defensive,Ending shot. Middle,Lucas Elkins,2nd serve,Deuce court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on return,
4249,7,Set 2; 3:4; *0:0,5454,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Sam English,1st serve,Deuce court (Body),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,,,,,,Not a Cheap point,
4272,10,Set 2; 3:4; *15:0,5458,Lucas Elkins,Sam English,Winner/Provoked Point,Winner,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Sam English,1st serve,Ad court (T),Return. Forehand,Lucas Elkins,Return. Slice,Down the line,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Cheap Point on return,
4320,6,Set 2; 3:4; *15:15,5461,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Deuce court (Body),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
4396,8,Set 2; 3:4; *30:15,5464,Lucas Elkins,Sam English,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Ad court (Body),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4421,10,Set 2; 3:4; *30:30,5469,Sam English,Lucas Elkins,Unforced Error,Unforced Error,3-4 shots,4,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Sam English,1st serve,Deuce court (T),Return. Forehand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
4453,15,Set 2; 3:4; *40:30,5478,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Middle,Sam English,1st serve,Ad court (Body),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4537,12,Set 2; 4:4; 0:0*,5485,Lucas Elkins,Sam English,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Lucas Elkins,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
4580,10,Set 2; 4:4; 0:15*,5491,Lucas Elkins,Sam English,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Short,Lucas Elkins,2nd serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Cross,Return. Half court zone,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4620,11,Set 2; 4:4; 0:30*,5497,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Lucas Elkins,1st serve,Deuce court (Body),Return. Backhand,Sam English,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
4670,14,Set 2; 4:4; 15:30*,5504,Lucas Elkins,Sam English,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Slice,Down the line,Ending shot. Defensive,Ending shot. Short,Lucas Elkins,2nd serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
4726,18,Set 2; 4:4; 15:40*,5514,Lucas Elkins,Sam English,Winner/Provoked Point,Provoked Point,5-8 shots,8,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Lob,,Ending shot. Neutral Aggressive,Ending shot. Deep,Lucas Elkins,2nd serve,Deuce court (T),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
4864,5,Set 2; 4:5; *0:0,5518,Lucas Elkins,Sam English,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,End: 9-12 game,Ending shot. Serve,,,,,Sam English,2nd serve,Deuce court (T),,Lucas Elkins,,,,,,,,,,Not a Cheap point,
4880,18,Set 2; 4:5; *0:15,5527,Sam English,Lucas Elkins,Winner/Provoked Point,Winner,9+ shots,9,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Sam English,1st serve,Ad court (Wide),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
4960,7,Set 2; 4:5; *15:15,5530,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Deuce court (T),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
4982,7,Set 2; 4:5; *30:15,5533,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,2nd serve,Ad court (Wide),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
5033,9,Set 2; 4:5; *40:15,5537,Sam English,Lucas Elkins,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Slice,Down the line,Ending shot. Neutral Defensive,Ending shot. Middle,Sam English,1st serve,Deuce court (T),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5079,5,Set 2; 5:5; 0:0*,5540,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,End: 9-12 game,Ending shot. Serve,,,,,Lucas Elkins,2nd serve,Deuce court (T),,Sam English,,,,,,,,,,Not a Cheap point,
5115,8,Set 2; 5:5; 15:0*,5544,Sam English,Lucas Elkins,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Short,Lucas Elkins,2nd serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
5152,6,Set 2; 5:5; 30:0*,5547,Lucas Elkins,Sam English,Unforced Error,Unforced Error,1-2 shots,2,15:30 and 0:30,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Deep,Lucas Elkins,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Deep,,,,,,Not a Cheap point,
5193,11,Set 2; 5:5; 30:15*,5553,Lucas Elkins,Sam English,Winner/Provoked Point,Winner,5-8 shots,5,15:30 and 0:30,End: 9-12 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Lucas Elkins,2nd serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Cheap Point on serve,
5237,12,Set 2; 5:5; 30:30*,5559,Lucas Elkins,Sam English,Winner/Provoked Point,Winner,5-8 shots,5,30:30 and 40:40,End: 9-12 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Middle,Lucas Elkins,1st serve,Deuce court (Wide),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Cheap Point on serve,
5289,12,Set 2; 5:5; 30:40*,5566,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Deep,Lucas Elkins,2nd serve,Ad court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
5337,11,Set 2; 5:5; 40:40*,5572,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,5,30:30 and 40:40,End: 9-12 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Lucas Elkins,1st serve,Deuce court (Wide),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
5451,16,Set 2; 6:5; *0:0,5581,Sam English,Lucas Elkins,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Defensive,Ending shot. Deep,Sam English,1st serve,Deuce court (Body),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5479,5,Set 2; 6:5; *15:0,5583,Sam English,Lucas Elkins,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,End: 9-12 game,Ending shot. Serve,,,,,Sam English,1st serve,Ad court (T),,Lucas Elkins,,,,,,,,,,Ace/Serve-winner,
5540,12,Set 2; 6:5; *30:0,5589,Lucas Elkins,Sam English,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Slice,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,2nd serve,Deuce court (T),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5571,7,Set 2; 6:5; *30:15,5592,Sam English,Lucas Elkins,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Ad court (Wide),Return. Backhand,Lucas Elkins,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
