1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
2901,6,Set 2; 1:2; *0:15,5430,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Slice,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Ad court (Body),Return. Backhand,Leo Rocca,Return. Slice,Center,Return. Neutral basic,Return. Short,,,,,,Not a Cheap point,
2934,10,Set 2; 1:2; *15:15,5436,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Cross,Ending shot. Half court zone,Ending shot. Short,Ethan Zou,2nd serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
2965,8,Set 2; 1:2; *30:15,5440,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Short,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
2992,9,Set 2; 1:2; *30:30,5445,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Lob,,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3013,12,Set 2; 1:2; *40:30,5453,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3065,7,Set 2; 2:2; 0:0*,5456,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,,,,,,Not a Cheap point,
3088,7,Set 2; 2:2; 0:15*,5458,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Leo Rocca,1st serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Not a Cheap point,
3115,11,Set 2; 2:2; 0:30*,5463,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
3156,26,Set 2; 2:2; 15:30*,5481,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,9+ shots,16,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,2nd serve,Ad court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3200,8,Set 2; 2:2; 15:40*,5485,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
3230,7,Set 2; 2:2; 30:40*,5489,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Half court zone,Ending shot. Short,Leo Rocca,1st serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Volley,,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Not a Cheap point,
3256,7,Set 2; 2:2; 40:40*,5492,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Not a Cheap point,
3346,8,Set 2; 2:3; *0:0,5496,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Passing Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,2nd serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Slice,Cross,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Passing Shot,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
3383,10,Set 2; 2:3; *15:0,5501,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3420,6,Set 2; 2:3; *30:0,5505,Leo Rocca,Ethan Zou,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Deep,Ethan Zou,2nd serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Approach Shot,Down the line,Return. Half court zone,Return. Deep,,,,,,Cheap Point on return,
3439,9,Set 2; 2:3; *30:15,5509,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Slice,Down the line,Ending shot. Defensive,Ending shot. Short,Ethan Zou,1st serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3463,6,Set 2; 2:3; *40:15,5512,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,,,,,,Not a Cheap point,
3493,22,Set 2; 3:3; 0:0*,5524,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,9+ shots,12,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,1st serve,Deuce court (Wide),Return. Forehand,Ethan Zou,Return. Slice,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3525,10,Set 2; 3:3; 0:15*,5529,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (T),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
3564,11,Set 2; 3:3; 0:30*,5536,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,2nd serve,Deuce court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3616,9,Set 2; 3:3; 15:30*,5541,Leo Rocca,Ethan Zou,Winner/Provoked Point,Provoked Point,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Leo Rocca,2nd serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Volley,,Serve + 1 shot. Net Area,Serve + 1 shot. Deep,Cheap Point on serve,
3662,9,Set 2; 3:3; 15:40*,5548,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,2nd serve,Deuce court (T),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
3773,25,Set 2; 3:4; *0:0,5564,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,9+ shots,15,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3822,8,Set 2; 3:4; *0:15,5568,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Middle,Ethan Zou,1st serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
3857,10,Set 2; 3:4; *15:15,5574,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,2nd serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3882,21,Set 2; 3:4; *30:15,5587,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,9+ shots,12,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Half court zone,Ending shot. Short,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3923,23,Set 2; 3:4; *40:15,5600,Leo Rocca,Ethan Zou,Winner/Provoked Point,Provoked Point,9+ shots,13,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Drop Shot,,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
3975,30,Set 2; 3:4; *40:30,5620,Leo Rocca,Ethan Zou,Winner/Provoked Point,Winner,9+ shots,18,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Middle,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
4055,12,Set 2; 3:4; *40:40,5627,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Slice,Down the line,Ending shot. Neutral Defensive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
4101,21,Set 2; 4:4; 0:0*,5640,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,9+ shots,12,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat/Other,Center,Ending shot. Net Area,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4143,13,Set 2; 4:4; 15:0*,5648,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Leo Rocca,1st serve,Ad court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
4178,13,Set 2; 4:4; 30:0*,5654,Leo Rocca,Ethan Zou,Winner/Provoked Point,Provoked Point,5-8 shots,6,15:30 and 0:30,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Drop Shot,,Ending shot. Neutral Aggressive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Cheap Point on serve,
4214,6,Set 2; 4:4; 30:15*,5658,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,15:30 and 0:30,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,,,,,,Not a Cheap point,
4235,7,Set 2; 4:4; 30:30*,5660,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,30:30 and 40:40,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,,,,,,Not a Cheap point,
4270,7,Set 2; 4:4; 30:40*,5662,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (Body),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,,,,,,Not a Cheap point,
4429,16,Set 2; 4:5; *0:0,5670,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
4477,16,Set 2; 4:5; *15:0,5680,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Defensive,Ending shot. Deep,Ethan Zou,2nd serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4510,12,Set 2; 4:5; *30:0,5685,Leo Rocca,Ethan Zou,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Approach Shot,Cross,Ending shot. Half court zone,Ending shot. Middle,Ethan Zou,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
4546,6,Set 2; 4:5; *30:15,5689,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
4562,13,Set 2; 4:5; *40:15,5695,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Body),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4607,21,Set 2; 5:5; 0:0*,5707,Ethan Zou,Leo Rocca,Winner/Provoked Point,Provoked Point,9+ shots,11,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Leo Rocca,2nd serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
4673,6,Set 2; 5:5; 15:0*,5712,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,2nd serve,Ad court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
4717,10,Set 2; 5:5; 15:15*,5717,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Inside in,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
4747,36,Set 2; 5:5; 30:15*,5740,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,9+ shots,22,15:30 and 0:30,End: 9-12 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,1st serve,Ad court (T),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
4843,9,Set 2; 5:5; 30:30*,5746,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,3-4 shots,4,30:30 and 40:40,End: 9-12 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,2nd serve,Deuce court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Neutral defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4878,9,Set 2; 5:5; 30:40*,5750,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (T),Return. Forehand,Ethan Zou,Return. Slice,Cross,Return. Neutral defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
4932,11,Set 2; 5:5; 40:40*,5757,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,30:30 and 40:40,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,2nd serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Cross,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5055,22,Set 2; 6:5; *0:0,5769,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,9+ shots,11,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Slice,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (T),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
5102,10,Set 2; 6:5; *0:15,5775,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Defensive,Ending shot. Short,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5129,24,Set 2; 6:5; *0:30,5790,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,9+ shots,14,15:30 and 0:30,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
