1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
5185,9,Set 2; 6:5; *15:30,5795,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,4,15:30 and 0:30,End: 9-12 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
5208,5,Set 2; 6:5; *30:30,5797,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,1-2 shots,1,30:30 and 40:40,End: 9-12 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Deuce court (T),,Leo Rocca,,,,,,,,,,Ace/Serve-winner,
5230,15,Set 2; 6:5; *40:30,5804,Ethan Zou,Leo Rocca,Winner/Provoked Point,Provoked Point,5-8 shots,8,Non-stress point,End: 9-12 game,Ending shot. Backhand,Ending shot. Lob,,Ending shot. Half court zone,Ending shot. Short,Ethan Zou,1st serve,Ad court (Body),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
5384,5,Set 3; 0:0*,5809,Leo Rocca,Ethan Zou,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Leo Rocca,1st serve,Deuce court (Wide),,Ethan Zou,,,,,,,,,,Ace/Serve-winner,
5405,6,Set 3; *0:1,5811,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Ad court (T),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Short,,,,,,Not a Cheap point,
5423,21,Set 3; *1:1,5823,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,9+ shots,12,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Not a Cheap point,
5480,8,Set 3; 2:1*,5828,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,3-4 shots,3,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,2nd serve,Ad court (Wide),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
5530,25,Set 3; 3:1*,5845,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,9+ shots,15,Break Point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Leo Rocca,2nd serve,Deuce court (Body),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5586,7,Set 3; *4:1,5848,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Deep,Ethan Zou,1st serve,Ad court (Wide),Return. Forehand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,,,,,,Not a Cheap point,
5639,5,Set 3; *5:1,5849,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Ethan Zou,1st serve,Deuce court (T),,Leo Rocca,,,,,,,,,,Ace/Serve-winner,
5663,12,Set 3; 6:1*,5854,Leo Rocca,Ethan Zou,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Approach Shot,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,1st serve,Ad court (T),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
5708,7,Set 3; 6:2*,5859,Ethan Zou,Leo Rocca,Winner/Provoked Point,Provoked Point,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Deep,Leo Rocca,2nd serve,Deuce court (T),Return. Forehand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
5749,7,Set 3; *7:2,5865,Ethan Zou,Leo Rocca,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Down the line,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,2nd serve,Ad court (Body),Return. Backhand,Leo Rocca,Return. Approach Shot,Center,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Passing Shot,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
5785,13,Set 3; *8:2,5871,Ethan Zou,Leo Rocca,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Ethan Zou,1st serve,Deuce court (Wide),Return. Backhand,Leo Rocca,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Cheap Point on serve,
5812,13,Set 3; 9:2*,5879,Leo Rocca,Ethan Zou,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Deep,Leo Rocca,1st serve,Ad court (Wide),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
5856,11,Set 3; 9:3*,5885,Ethan Zou,Leo Rocca,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Defensive,Ending shot. Short,Leo Rocca,1st serve,Deuce court (T),Return. Backhand,Ethan Zou,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
