1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
5303,23,Set 2; 4:3; 30:30*,5852,Drew Goldman,Advik Mareedu,Winner/Provoked Point,Provoked Point,9+ shots,14,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside center,Ending shot. Half court zone,Ending shot. Deep,Drew Goldman,1st serve,Deuce court (Body),Return. Forehand,Advik Mareedu,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
5349,9,Set 2; 4:3; 30:40*,5857,Drew Goldman,Advik Mareedu,Winner/Provoked Point,Provoked Point,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Drew Goldman,1st serve,Ad court (T),Return. Forehand,Advik Mareedu,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on serve,
5377,6,Set 2; 4:4; *0:0,5862,Advik Mareedu,Drew Goldman,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Half court zone,Ending shot. Short,Advik Mareedu,2nd serve,Deuce court (T),Return. Forehand,Drew Goldman,Return. Topspin/Flat,Center,Return. Half court zone,Return. Short,,,,,,Not a Cheap point,
5397,11,Set 2; 4:4; *15:0,5868,Drew Goldman,Advik Mareedu,Winner/Provoked Point,Winner,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Net Area,Ending shot. Deep,Advik Mareedu,1st serve,Ad court (T),Return. Forehand,Drew Goldman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on return,
5423,6,Set 2; 4:4; *15:15,5870,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Advik Mareedu,1st serve,Deuce court (Wide),Return. Forehand,Drew Goldman,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
5447,10,Set 2; 4:4; *30:15,5875,Drew Goldman,Advik Mareedu,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Half court zone,Ending shot. Deep,Advik Mareedu,1st serve,Ad court (Body),Return. Backhand,Drew Goldman,Return. Topspin/Flat,Cross,Return. Defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Cheap Point on return,
5469,5,Set 2; 4:4; *30:30,5878,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Provoked Point,1-2 shots,2,30:30 and 40:40,Middle: 5-8 game,Ending shot. Serve,,,,,Advik Mareedu,1st serve,Deuce court (Body),Return. Backhand,Drew Goldman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,,,,,,Cheap Point on serve,
5487,9,Set 2; 4:4; *40:30,5884,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Advik Mareedu,1st serve,Ad court (Wide),Return. Backhand,Drew Goldman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on serve,
5574,6,Set 2; 5:4; 0:0*,5887,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Drew Goldman,1st serve,Deuce court (Body),Return. Forehand,Advik Mareedu,Return. Topspin/Flat,Cross,Return. Half court zone,Return. Deep,,,,,,Cheap Point on return,
5609,6,Set 2; 5:4; 15:0*,5890,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside out,Ending shot. Half court zone,Ending shot. Deep,Drew Goldman,2nd serve,Ad court (T),Return. Forehand,Advik Mareedu,Return. Topspin/Flat,Cross,Return. Half court zone,Return. Deep,,,,,,Cheap Point on return,
5634,7,Set 2; 5:4; 30:0*,5892,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Winner,1-2 shots,2,15:30 and 0:30,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Drew Goldman,1st serve,Deuce court (Body),Return. Forehand,Advik Mareedu,Return. Topspin/Flat,Cross,Return. Half court zone,Return. Deep,,,,,,Cheap Point on return,
5651,6,Set 2; 5:4; 40:0*,5894,Advik Mareedu,Drew Goldman,Winner/Provoked Point,Winner,1-2 shots,2,Break Point,End: 9-12 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Half court zone,Ending shot. Deep,Drew Goldman,1st serve,Ad court (Body),Return. Backhand,Advik Mareedu,Return. Topspin/Flat,Down the line,Return. Half court zone,Return. Deep,,,,,,Cheap Point on return,
