1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
2343,7,Set 2; 0:0; *15:0,5323,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Jay Mallampati,2nd serve,Ad court (Body),Return. Forehand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Not a Cheap point,
2364,32,Set 2; 0:0; *15:15,5341,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,9+ shots,17,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Middle,Jay Mallampati,1st serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2422,13,Set 2; 0:0; *30:15,5350,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Jay Mallampati,2nd serve,Ad court (T),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
2466,6,Set 2; 0:0; *40:15,5354,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Jay Mallampati,2nd serve,Deuce court (Body),Return. Forehand,Jack Scott,Return. Topspin/Flat,Down the line,Return. Neutral basic,Return. Deep,,,,,,Cheap Point on return,
2495,6,Set 2; 0:0; *40:30,5355,Jay Mallampati,Jack Scott,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jay Mallampati,1st serve,Ad court (Body),Return. Forehand,Jack Scott,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,,,,,,Cheap Point on serve,
2564,14,Set 2; 1:0; 0:0*,5363,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Cross,Ending shot. Defensive,Ending shot. Middle,Jack Scott,1st serve,Deuce court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Defensive,Serve + 1 shot. Short,Not a Cheap point,
2605,11,Set 2; 1:0; 15:0*,5370,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Cross,Ending shot. Defensive,Ending shot. Middle,Jack Scott,2nd serve,Ad court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Cross,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
2648,5,Set 2; 1:0; 15:15*,5373,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jack Scott,2nd serve,Deuce court (T),,Jay Mallampati,,,,,,,,,,Not a Cheap point,
2668,11,Set 2; 1:0; 30:15*,5378,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,5-8 shots,5,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Slice,Cross,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on serve,
2713,21,Set 2; 1:0; 30:30*,5390,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,9+ shots,12,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Middle,Jack Scott,1st serve,Deuce court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside center,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
2754,9,Set 2; 1:0; 30:40*,5397,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Deep,Jack Scott,1st serve,Ad court (Body),Return. Backhand,Jay Mallampati,Return. Slice,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
2789,10,Set 2; 1:0; 40:40*,5403,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,5,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Slice,Center,Ending shot. Neutral Defensive,Ending shot. Short,Jack Scott,1st serve,Ad court (Body),Return. Backhand,Jay Mallampati,Return. Slice,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
2827,5,Set 2; 2:0; *0:0,5406,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jay Mallampati,2nd serve,Deuce court (T),,Jack Scott,,,,,,,,,,Not a Cheap point,
2848,6,Set 2; 2:0; *0:15,5407,Jay Mallampati,Jack Scott,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jay Mallampati,1st serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
2871,9,Set 2; 2:0; *15:15,5411,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Middle,Jay Mallampati,1st serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2900,16,Set 2; 2:0; *15:30,5421,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,9+ shots,9,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Down the line,Ending shot. Neutral Aggressive,Ending shot. Short,Jay Mallampati,2nd serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
2935,18,Set 2; 2:0; *15:40,5433,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,10,Break Point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Deep,Jay Mallampati,1st serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Slice,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
2974,21,Set 2; 2:0; *30:40,5447,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,12,Break Point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Jay Mallampati,2nd serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Cross,Return. Defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
3025,5,Set 2; 3:-1; *40:40,5449,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,1-2 shots,1,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Serve,,,,,Jay Mallampati,1st serve,Ad court (Wide),,Jack Scott,,,,,,,,,,Ace/Serve-winner,
3114,7,Set 2; 3:0; 0:0*,5452,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Defensive,Ending shot. Deep,Jack Scott,1st serve,Deuce court (Wide),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
3137,5,Set 2; 3:0; 15:0*,5455,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Return,Ending shot. Topspin/Flat,Center,Ending shot. Neutral Aggressive,Ending shot. Short,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,,,,,,Not a Cheap point,
3159,13,Set 2; 3:0; 15:15*,5462,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Jack Scott,1st serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3188,17,Set 2; 3:0; 30:15*,5472,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,9+ shots,9,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Cross,Ending shot. Half court zone,Ending shot. Middle,Jack Scott,1st serve,Ad court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3242,14,Set 2; 3:0; 30:30*,5482,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,5-8 shots,8,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Slice,Center,Ending shot. Defensive,Ending shot. Short,Jack Scott,2nd serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3290,10,Set 2; 3:0; 30:40*,5487,Jay Mallampati,Jack Scott,Winner/Provoked Point,Provoked Point,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Half court zone,Ending shot. Middle,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on return,
3325,9,Set 2; 3:0; 40:40*,5493,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,4,30:30 and 40:40,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
3366,43,Set 2; 3:1; *0:0,5520,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,9+ shots,25,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Half court zone,Ending shot. Middle,Jay Mallampati,2nd serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
3435,18,Set 2; 3:1; *15:0,5531,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Jay Mallampati,1st serve,Ad court (Wide),Return. Forehand,Jack Scott,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
3476,12,Set 2; 3:1; *30:0,5538,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Jay Mallampati,1st serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Cross,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
3503,11,Set 2; 3:1; *40:0,5544,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Middle,Jay Mallampati,1st serve,Ad court (Body),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
3616,17,Set 2; 4:1; 0:0*,5554,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,9+ shots,9,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Inside in,Ending shot. Half court zone,Ending shot. Middle,Jack Scott,1st serve,Deuce court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
3656,6,Set 2; 4:1; 0:15*,5556,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jack Scott,1st serve,Ad court (Body),Return. Backhand,Jay Mallampati,Return. Slice,Down the line,Return. Neutral basic,Return. Deep,,,,,,Cheap Point on serve,
3677,14,Set 2; 4:1; 0:30*,5565,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Jack Scott,1st serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
3728,7,Set 2; 4:1; 0:40*,5569,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Inside center,Ending shot. Neutral Aggressive,Ending shot. Short,Jack Scott,2nd serve,Ad court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Short,,,,,,Not a Cheap point,
3766,11,Set 2; 4:2; *0:0,5574,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Jay Mallampati,1st serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Slice,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Drop Shot,,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Cheap Point on serve,
3801,14,Set 2; 4:2; *15:0,5582,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,5-8 shots,7,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Short,Jay Mallampati,1st serve,Ad court (Body),Return. Forehand,Jack Scott,Return. Slice,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
3833,21,Set 2; 4:2; *15:15,5595,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,12,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Deep,Jay Mallampati,1st serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
3868,5,Set 2; 4:2; *30:15,5597,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jay Mallampati,1st serve,Ad court (Wide),,Jack Scott,,,,,,,,,,Ace/Serve-winner,
3895,6,Set 2; 4:2; *40:15,5599,Jay Mallampati,Jack Scott,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jay Mallampati,2nd serve,Deuce court (Wide),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,,,,,,Cheap Point on serve,
4033,6,Set 2; 5:2; 0:0*,5601,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jack Scott,1st serve,Deuce court (Body),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Defensive,Return. Short,,,,,,Cheap Point on serve,
4057,6,Set 2; 5:2; 0:15*,5603,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,,,,,,Cheap Point on serve,
4082,6,Set 2; 5:2; 0:30*,5606,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Jack Scott,2nd serve,Deuce court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Down the line,Return. Half court zone,Return. Deep,,,,,,Cheap Point on serve,
4109,11,Set 2; 5:2; 0:40*,5613,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,5,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Jack Scott,2nd serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Half court zone,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4192,7,Set 2; 5:2; 15:40*,5618,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Jack Scott,2nd serve,Deuce court (Body),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4216,7,Set 2; 5:2; 30:40*,5622,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Short,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Short,Not a Cheap point,
4252,14,Set 2; 5:2; 40:40*,5631,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,5-8 shots,8,30:30 and 40:40,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Defensive,Ending shot. Short,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4286,8,Set 2; 5:3; *0:0,5635,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Half court zone,Ending shot. Short,Jay Mallampati,1st serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Not a Cheap point,
4314,15,Set 2; 5:3; *0:15,5645,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,8,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Lob,,Ending shot. Defensive,Ending shot. Deep,Jay Mallampati,2nd serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
4374,9,Set 2; 5:3; *15:15,5651,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Defensive,Ending shot. Deep,Jay Mallampati,2nd serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Deep,Not a Cheap point,
4401,8,Set 2; 5:3; *30:15,5655,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Approach Shot,Cross,Ending shot. Half court zone,Ending shot. Deep,Jay Mallampati,1st serve,Ad court (Body),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Cheap Point on serve,
4451,7,Set 2; 5:3; *40:15,5660,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Jay Mallampati,2nd serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Topspin/Flat,Cross,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
4473,19,Set 2; 5:3; *40:30,5670,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,9+ shots,9,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Jay Mallampati,1st serve,Ad court (Wide),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
