1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
4632,13,Set 3; 0:0*,5680,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Deep,Jack Scott,2nd serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Slice,Down the line,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Slice,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
4696,12,Set 3; *0:1,5687,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Defensive,Ending shot. Short,Jay Mallampati,1st serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Defensive,Serve + 1 shot. Middle,Not a Cheap point,
4730,9,Set 3; *1:1,5692,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,3-4 shots,4,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside center,Ending shot. Defensive,Ending shot. Deep,Jay Mallampati,1st serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
4762,17,Set 3; 2:1*,5703,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,9+ shots,10,15:30 and 0:30,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
4826,5,Set 3; 3:1*,5706,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,1-2 shots,1,Break Point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jack Scott,2nd serve,Deuce court (T),,Jay Mallampati,,,,,,,,,,Not a Cheap point,
4866,5,Set 3; *4:1,5708,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jay Mallampati,2nd serve,Ad court (Wide),,Jack Scott,,,,,,,,,,Not a Cheap point,
4924,9,Set 3; *4:2,5711,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Approach Shot,Down the line,Ending shot. Half court zone,Ending shot. Middle,Jay Mallampati,1st serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Drop Shot,Cross,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Not a Cheap point,
4963,23,Set 3; 4:3*,5726,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,13,Break Point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Short,Jack Scott,2nd serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Neutral aggressive,Return. Middle,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
5011,16,Set 3; 5:3*,5736,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,9+ shots,9,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Passing Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Jack Scott,1st serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5057,11,Set 3; *5:4,5742,Jay Mallampati,Jack Scott,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Short,Jay Mallampati,1st serve,Ad court (Wide),Return. Forehand,Jack Scott,Return. Drop Shot,Cross,Return. Defensive,Return. Short,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat/Other,Center,Serve + 1 shot. Net Area,Serve + 1 shot. Middle,Cheap Point on serve,
5091,32,Set 3; *6:4,5763,Jay Mallampati,Jack Scott,Unforced Error,Unforced Error,9+ shots,18,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Center,Ending shot. Defensive,Ending shot. Short,Jay Mallampati,2nd serve,Deuce court (Body),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Not a Cheap point,
5154,18,Set 3; 7:4*,5774,Jack Scott,Jay Mallampati,Unforced Error,Unforced Error,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Defensive,Ending shot. Deep,Jack Scott,1st serve,Ad court (Wide),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Down the line,Return. Defensive,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Down the line,Serve + 1 shot. Defensive,Serve + 1 shot. Middle,Not a Cheap point,
5242,9,Set 3; 7:5*,5780,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,3-4 shots,4,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Down the line,Ending shot. Defensive,Ending shot. Middle,Jack Scott,2nd serve,Deuce court (T),Return. Backhand,Jay Mallampati,Return. Slice,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Half court zone,Serve + 1 shot. Middle,Cheap Point on return,
5283,13,Set 3; *8:5,5788,Jack Scott,Jay Mallampati,Winner/Provoked Point,Winner,5-8 shots,6,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Topspin/Flat,Cross,Ending shot. Neutral Aggressive,Ending shot. Deep,Jay Mallampati,2nd serve,Ad court (T),Return. Backhand,Jack Scott,Return. Topspin/Flat,Center,Return. Defensive,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
5442,12,Set 3; *8:6,5797,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,5-8 shots,7,Non-stress point,Beginning: 1-4 game,Ending shot. Backhand,Ending shot. Volley,,Ending shot. Net Area,Ending shot. Short,Jay Mallampati,2nd serve,Deuce court (T),Return. Forehand,Jack Scott,Return. Slice,Center,Return. Defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Short,Not a Cheap point,
5477,6,Set 3; 9:6*,5799,Jack Scott,Jay Mallampati,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Beginning: 1-4 game,Ending shot. Serve,,,,,Jack Scott,1st serve,Ad court (Body),Return. Backhand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Short,,,,,,Cheap Point on serve,
5497,17,Set 3; 9:7*,5810,Jay Mallampati,Jack Scott,Winner/Provoked Point,Winner,9+ shots,10,Non-stress point,Beginning: 1-4 game,Ending shot. Forehand,Ending shot. Passing Shot,Center,Ending shot. Neutral Aggressive,Ending shot. Deep,Jack Scott,1st serve,Deuce court (T),Return. Forehand,Jay Mallampati,Return. Topspin/Flat,Center,Return. Defensive,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Defensive,Serve + 1 shot. Deep,Not a Cheap point,
