1.01 POSITION,1.02 DURATION,1.03 SCORE,1.04 ENDING SHOT MARKER ID,1.1 WHO WON THE POINT,1.11 WHO LOST THE POINT,1.2 RALLY OUTCOME,1.2.1 RALLY OUTCOME DETAILED,1.3 RALLY LENGTH,1.3.1 RALLY LENGTH DETAILED,1.4 GAME SCORE CONDITIONS,1.5 SET SCORE CONDITIONS,2.1 ENDING SHOT. SHOT TYPE,2.2 ENDING SHOT. SHOT CATEGORY,2.3 ENDING SHOT. SHOT DIRECTION,2.4 ENDING SHOT. HITTING POINT,2.5 ENDING SHOT. DEPTH,3.1 SERVER,3.2 SERVE ORDER,3.3 SERVE DIRECTION,4.1 RETURN. SHOT TYPE,4.1 RETURNER,4.2 RETURN. SHOT CATEGORY,4.3 RETURN. SHOT DIRECTION,4.4 RETURN. HITTING POINT,4.5 RETURN. DEPTH,5.1 SERVE + 1 SHOT. SHOT TYPE,5.2 SERVE + 1 SHOT. SHOT CATEGORY,5.3 SERVE + 1 SHOT. SHOT DIRECTION,5.4 SERVE + 1 SHOT. HITTING POINT,5.5 SERVE + 1 SHOT. DEPTH,6.1 CHEAP POINT,7.1 DISPUTABLE POINT
1631,12,Set 1; 5:1; 0:0*,5181,Charlie Coleman,Sam English,Winner/Provoked Point,Provoked Point,5-8 shots,6,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Down the line,Ending shot. Half court zone,Ending shot. Deep,Charlie Coleman,1st serve,Deuce court (Wide),Return. Forehand,Sam English,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Center,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Middle,Cheap Point on serve,
1662,7,Set 1; 5:1; 0:15*,5184,Charlie Coleman,Sam English,Winner/Provoked Point,Provoked Point,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Slice,Center,Return. Neutral basic,Return. Short,,,,,,Cheap Point on serve,
1684,9,Set 1; 5:1; 0:30*,5188,Sam English,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Cross,Ending shot. Half court zone,Ending shot. Deep,Charlie Coleman,1st serve,Deuce court (T),Return. Backhand,Sam English,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Half court zone,Serve + 1 shot. Deep,Not a Cheap point,
1714,16,Set 1; 5:1; 15:30*,5199,Charlie Coleman,Sam English,Winner/Provoked Point,Winner,9+ shots,9,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Volley Smash,,Ending shot. Net Area,Ending shot. Middle,Charlie Coleman,2nd serve,Ad court (Body),Return. Forehand,Sam English,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Middle,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Not a Cheap point,
1761,5,Set 1; 5:1; 15:40*,5202,Sam English,Charlie Coleman,Unforced Error,Unforced Error,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Deuce court (Wide),,Sam English,,,,,,,,,,Not a Cheap point,
1783,5,Set 1; 5:1; 30:40*,5204,Charlie Coleman,Sam English,Winner/Provoked Point,Winner,1-2 shots,1,Non-stress point,Middle: 5-8 game,Ending shot. Serve,,,,,Charlie Coleman,2nd serve,Ad court (T),,Sam English,,,,,,,,,,Ace/Serve-winner,
1876,15,Set 1; 5:2; *0:0,5213,Charlie Coleman,Sam English,Winner/Provoked Point,Provoked Point,9+ shots,9,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Passing Shot,Cross,Ending shot. Neutral Aggressive,Ending shot. Short,Sam English,2nd serve,Deuce court (T),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Approach Shot,Down the line,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
1909,9,Set 1; 5:2; *0:15,5219,Charlie Coleman,Sam English,Winner/Provoked Point,Winner,3-4 shots,4,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Half court zone,Ending shot. Middle,Sam English,1st serve,Ad court (Body),Return. Forehand,Charlie Coleman,Return. Topspin/Flat,Cross,Return. Neutral basic,Return. Deep,Serve + 1 shot. Backhand,Serve + 1 shot. Topspin/Flat,Cross,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Short,Cheap Point on return,
1943,5,Set 1; 5:2; *0:30,5222,Charlie Coleman,Sam English,Unforced Error,Unforced Error,1-2 shots,1,15:30 and 0:30,Middle: 5-8 game,Ending shot. Serve,,,,,Sam English,2nd serve,Deuce court (T),,Charlie Coleman,,,,,,,,,,Not a Cheap point,
1972,8,Set 1; 5:2; *0:40,5225,Charlie Coleman,Sam English,Unforced Error,Unforced Error,3-4 shots,3,Break Point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside out,Ending shot. Neutral Aggressive,Ending shot. Deep,Sam English,1st serve,Ad court (Wide),Return. Backhand,Charlie Coleman,Return. Topspin/Flat,Center,Return. Neutral basic,Return. Deep,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside out,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
2006,6,Set 1; 5:3; 0:0*,5228,Charlie Coleman,Sam English,Unforced Error,Unforced Error,1-2 shots,2,Non-stress point,Middle: 5-8 game,Ending shot. Return,Ending shot. Topspin/Flat,Down the line,Ending shot. Neutral Aggressive,Ending shot. Short,Charlie Coleman,1st serve,Deuce court (Wide),Return. Forehand,Sam English,Return. Topspin/Flat,Down the line,Return. Neutral aggressive,Return. Short,,,,,,Not a Cheap point,
2033,8,Set 1; 5:3; 0:15*,5231,Sam English,Charlie Coleman,Unforced Error,Unforced Error,3-4 shots,3,Non-stress point,Middle: 5-8 game,Ending shot. Forehand,Ending shot. Topspin/Flat,Inside in,Ending shot. Neutral Aggressive,Ending shot. Deep,Charlie Coleman,1st serve,Ad court (Wide),Return. Backhand,Sam English,Return. Topspin/Flat,Center,Return. Neutral defensive,Return. Short,Serve + 1 shot. Forehand,Serve + 1 shot. Topspin/Flat,Inside in,Serve + 1 shot. Neutral Aggressive,Serve + 1 shot. Deep,Not a Cheap point,
